<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
USD000000TOD,0,20131204,110014,33.258500000,500000
USD000000TOD,0,20131204,110014,33.258000000,434000
USD000000TOD,0,20131204,110014,33.258000000,1316000
USD000000TOD,0,20131204,110015,33.261000000,200000
USD000000TOD,0,20131204,110018,33.260000000,100000
USD000000TOD,0,20131204,110022,33.258000000,1000
USD000000TOD,0,20131204,110022,33.258000000,99000
USD000000TOD,0,20131204,110031,33.259500000,17000
USD000000TOD,0,20131204,110053,33.260000000,250000
USD000000TOD,0,20131204,110053,33.260000000,13000
USD000000TOD,0,20131204,110055,33.260000000,593000
USD000000TOD,0,20131204,110101,33.258500000,38000
USD000000TOD,0,20131204,110101,33.258500000,5000
USD000000TOD,0,20131204,110107,33.258500000,7000
USD000000TOD,0,20131204,110108,33.259500000,75000
USD000000TOD,0,20131204,110109,33.260000000,99000
USD000000TOD,0,20131204,110109,33.260000000,53000
USD000000TOD,0,20131204,110109,33.260000000,1000
USD000000TOD,0,20131204,110109,33.260000000,200000
USD000000TOD,0,20131204,110109,33.260000000,324000
USD000000TOD,0,20131204,110115,33.258500000,10000
USD000000TOD,0,20131204,110115,33.258500000,40000
USD000000TOD,0,20131204,110123,33.258500000,5000
USD000000TOD,0,20131204,110124,33.258500000,7000
USD000000TOD,0,20131204,110124,33.258500000,38000
USD000000TOD,0,20131204,110125,33.258500000,2000
USD000000TOD,0,20131204,110126,33.258500000,1000
USD000000TOD,0,20131204,110133,33.258500000,10000
USD000000TOD,0,20131204,110133,33.258500000,6000
USD000000TOD,0,20131204,110133,33.258500000,14000
USD000000TOD,0,20131204,110133,33.258500000,17000
USD000000TOD,0,20131204,110133,33.258500000,25000
USD000000TOD,0,20131204,110133,33.258500000,25000
USD000000TOD,0,20131204,110134,33.258500000,50000
USD000000TOD,0,20131204,110135,33.258000000,1000
USD000000TOD,0,20131204,110135,33.257500000,6000
USD000000TOD,0,20131204,110135,33.257500000,30000
USD000000TOD,0,20131204,110135,33.257500000,3000
USD000000TOD,0,20131204,110135,33.257500000,2000
USD000000TOD,0,20131204,110135,33.257500000,1000
USD000000TOD,0,20131204,110135,33.257500000,6000
USD000000TOD,0,20131204,110135,33.257500000,2000
USD000000TOD,0,20131204,110136,33.257500000,3000
USD000000TOD,0,20131204,110136,33.257500000,5000
USD000000TOD,0,20131204,110136,33.257500000,1000
USD000000TOD,0,20131204,110136,33.257500000,5000
USD000000TOD,0,20131204,110136,33.257500000,20000
USD000000TOD,0,20131204,110136,33.257500000,1000
USD000000TOD,0,20131204,110136,33.259500000,1000
USD000000TOD,0,20131204,110141,33.259000000,26000
USD000000TOD,0,20131204,110141,33.259000000,54000
USD000000TOD,0,20131204,110141,33.259000000,920000
USD000000TOD,0,20131204,110141,33.257500000,15000
USD000000TOD,0,20131204,110144,33.257000000,19000
USD000000TOD,0,20131204,110144,33.257000000,29000
USD000000TOD,0,20131204,110144,33.257000000,2000
USD000000TOD,0,20131204,110145,33.257000000,50000
USD000000TOD,0,20131204,110145,33.257000000,1000
USD000000TOD,0,20131204,110145,33.257000000,1000
USD000000TOD,0,20131204,110145,33.256000000,1000
USD000000TOD,0,20131204,110145,33.256000000,4000
USD000000TOD,0,20131204,110146,33.258500000,270000
USD000000TOD,0,20131204,110148,33.258000000,1000
USD000000TOD,0,20131204,110148,33.255500000,50000
USD000000TOD,0,20131204,110148,33.255500000,1000
USD000000TOD,0,20131204,110148,33.255500000,1000
USD000000TOD,0,20131204,110219,33.259500000,12000
USD000000TOD,0,20131204,110219,33.259500000,135000
USD000000TOD,0,20131204,110229,33.259500000,4000
USD000000TOD,0,20131204,110229,33.259500000,63000
USD000000TOD,0,20131204,110236,33.259500000,437000
USD000000TOD,0,20131204,110236,33.260000000,75000
USD000000TOD,0,20131204,110236,33.260500000,80000
USD000000TOD,0,20131204,110236,33.260500000,269000
USD000000TOD,0,20131204,110244,33.259500000,7000
USD000000TOD,0,20131204,110255,33.261000000,25000
USD000000TOD,0,20131204,110255,33.261000000,42000
USD000000TOD,0,20131204,110259,33.261000000,100000
USD000000TOD,0,20131204,110301,33.259500000,6000
USD000000TOD,0,20131204,110302,33.259500000,5000
USD000000TOD,0,20131204,110302,33.259500000,3000
USD000000TOD,0,20131204,110302,33.259500000,20000
USD000000TOD,0,20131204,110302,33.259500000,9000
USD000000TOD,0,20131204,110302,33.259500000,1000
USD000000TOD,0,20131204,110302,33.259500000,1000
USD000000TOD,0,20131204,110303,33.259500000,13000
USD000000TOD,0,20131204,110303,33.259500000,11000
USD000000TOD,0,20131204,110303,33.259500000,13000
USD000000TOD,0,20131204,110303,33.259500000,11000
USD000000TOD,0,20131204,110303,33.259500000,1000
USD000000TOD,0,20131204,110303,33.259500000,36000
USD000000TOD,0,20131204,110303,33.259500000,14000
USD000000TOD,0,20131204,110303,33.259500000,14000
USD000000TOD,0,20131204,110303,33.259500000,14000
USD000000TOD,0,20131204,110303,33.259500000,2000
USD000000TOD,0,20131204,110304,33.259500000,2000
USD000000TOD,0,20131204,110304,33.259500000,3000
USD000000TOD,0,20131204,110304,33.259500000,1000
USD000000TOD,0,20131204,110304,33.259500000,15000
USD000000TOD,0,20131204,110304,33.259500000,50000
USD000000TOD,0,20131204,110304,33.259500000,15000
USD000000TOD,0,20131204,110304,33.259500000,3000
USD000000TOD,0,20131204,110304,33.259500000,1000
USD000000TOD,0,20131204,110304,33.259500000,3000
USD000000TOD,0,20131204,110304,33.259500000,1000
USD000000TOD,0,20131204,110304,33.259500000,80000
USD000000TOD,0,20131204,110304,33.259500000,83000
USD000000TOD,0,20131204,110304,33.259500000,6000
USD000000TOD,0,20131204,110304,33.259500000,74000
USD000000TOD,0,20131204,110304,33.257000000,1000
USD000000TOD,0,20131204,110305,33.257000000,1000
USD000000TOD,0,20131204,110305,33.257000000,13000
USD000000TOD,0,20131204,110309,33.259500000,80000
USD000000TOD,0,20131204,110310,33.259500000,420000
USD000000TOD,0,20131204,110310,33.259500000,80000
USD000000TOD,0,20131204,110310,33.256500000,2000
USD000000TOD,0,20131204,110316,33.256500000,12000
USD000000TOD,0,20131204,110316,33.260000000,50000
USD000000TOD,0,20131204,110316,33.260000000,13000
USD000000TOD,0,20131204,110316,33.260000000,551000
USD000000TOD,0,20131204,110316,33.260000000,213000
USD000000TOD,0,20131204,110316,33.260000000,263000
USD000000TOD,0,20131204,110316,33.260000000,110000
USD000000TOD,0,20131204,110317,33.256500000,2000
USD000000TOD,0,20131204,110317,33.256500000,6000
USD000000TOD,0,20131204,110317,33.256500000,11000
USD000000TOD,0,20131204,110318,33.256500000,5000
USD000000TOD,0,20131204,110318,33.256500000,1000
USD000000TOD,0,20131204,110326,33.256500000,9000
USD000000TOD,0,20131204,110348,33.260000000,200000
USD000000TOD,0,20131204,110355,33.260000000,1000000
USD000000TOD,0,20131204,110412,33.256500000,35000
USD000000TOD,0,20131204,110417,33.257500000,300000
USD000000TOD,0,20131204,110418,33.259500000,60000
USD000000TOD,0,20131204,110424,33.259500000,440000
USD000000TOD,0,20131204,110424,33.260000000,2800000
USD000000TOD,0,20131204,110424,33.260000000,27000
USD000000TOD,0,20131204,110424,33.260500000,72000
USD000000TOD,0,20131204,110424,33.260500000,428000
USD000000TOD,0,20131204,110424,33.260500000,200000
USD000000TOD,0,20131204,110424,33.260500000,72000
USD000000TOD,0,20131204,110424,33.260500000,128000
USD000000TOD,0,20131204,110424,33.260000000,678000
USD000000TOD,0,20131204,110424,33.260500000,200000
USD000000TOD,0,20131204,110424,33.260000000,3394000
USD000000TOD,0,20131204,110424,33.260000000,5000
USD000000TOD,0,20131204,110425,33.261000000,1122000
USD000000TOD,0,20131204,110425,33.261000000,736000
USD000000TOD,0,20131204,110425,33.260500000,5000
USD000000TOD,0,20131204,110425,33.260500000,1000
USD000000TOD,0,20131204,110425,33.260500000,494000
USD000000TOD,0,20131204,110425,33.260500000,78000
USD000000TOD,0,20131204,110425,33.260500000,1000
USD000000TOD,0,20131204,110425,33.260500000,1000
USD000000TOD,0,20131204,110425,33.260500000,500000
USD000000TOD,0,20131204,110425,33.260000000,856000
USD000000TOD,0,20131204,110426,33.260500000,241000
USD000000TOD,0,20131204,110442,33.260500000,74000
USD000000TOD,0,20131204,110442,33.262500000,83000
USD000000TOD,0,20131204,110449,33.262500000,417000
USD000000TOD,0,20131204,110449,33.262500000,500000
USD000000TOD,0,20131204,110449,33.262500000,200000
USD000000TOD,0,20131204,110449,33.262500000,200000
USD000000TOD,0,20131204,110449,33.262500000,33000
USD000000TOD,0,20131204,110459,33.263000000,600000
USD000000TOD,0,20131204,110508,33.261000000,8000
USD000000TOD,0,20131204,110508,33.260500000,500000
USD000000TOD,0,20131204,110508,33.260500000,292000
USD000000TOD,0,20131204,110515,33.261000000,70000
USD000000TOD,0,20131204,110516,33.260000000,50000
USD000000TOD,0,20131204,110519,33.262500000,500000
USD000000TOD,0,20131204,110519,33.263000000,200000
USD000000TOD,0,20131204,110523,33.263000000,100000
USD000000TOD,0,20131204,110523,33.263000000,100000
USD000000TOD,0,20131204,110523,33.263000000,80000
USD000000TOD,0,20131204,110523,33.263500000,120000
USD000000TOD,0,20131204,110545,33.260500000,12000
USD000000TOD,0,20131204,110550,33.260000000,1000
USD000000TOD,0,20131204,110550,33.260000000,49000
USD000000TOD,0,20131204,110550,33.260000000,24000
USD000000TOD,0,20131204,110554,33.261500000,50000
USD000000TOD,0,20131204,110554,33.262000000,500000
USD000000TOD,0,20131204,110554,33.262500000,2800000
USD000000TOD,0,20131204,110554,33.263000000,500000
USD000000TOD,0,20131204,110554,33.263000000,300000
USD000000TOD,0,20131204,110554,33.263500000,10958000
USD000000TOD,0,20131204,110556,33.260500000,500000
USD000000TOD,0,20131204,110556,33.260500000,1125000
USD000000TOD,0,20131204,110601,33.260000000,27000
USD000000TOD,0,20131204,110601,33.259000000,1000
USD000000TOD,0,20131204,110601,33.259000000,2000
USD000000TOD,0,20131204,110606,33.260000000,51000
USD000000TOD,0,20131204,110607,33.260000000,2000
USD000000TOD,0,20131204,110608,33.260000000,11000
USD000000TOD,0,20131204,110619,33.262000000,28000
USD000000TOD,0,20131204,110625,33.260000000,5000
USD000000TOD,0,20131204,110630,33.263000000,500000
USD000000TOD,0,20131204,110630,33.263000000,500000
USD000000TOD,0,20131204,110630,33.260500000,2000
USD000000TOD,0,20131204,110630,33.260500000,48000
USD000000TOD,0,20131204,110635,33.262500000,500000
USD000000TOD,0,20131204,110635,33.263000000,220000
USD000000TOD,0,20131204,110635,33.262500000,100000
USD000000TOD,0,20131204,110635,33.260500000,6000
USD000000TOD,0,20131204,110648,33.260500000,200000
USD000000TOD,0,20131204,110658,33.262500000,1000
USD000000TOD,0,20131204,110658,33.262500000,617000
USD000000TOD,0,20131204,110701,33.262500000,28000
USD000000TOD,0,20131204,110705,33.260000000,50000
USD000000TOD,0,20131204,110707,33.262000000,25000
USD000000TOD,0,20131204,110707,33.262500000,500000
USD000000TOD,0,20131204,110707,33.262500000,262000
USD000000TOD,0,20131204,110707,33.262500000,1250000
USD000000TOD,0,20131204,110707,33.262500000,670000
USD000000TOD,0,20131204,110708,33.262500000,2293000
USD000000TOD,0,20131204,110716,33.260000000,13000
USD000000TOD,0,20131204,110718,33.260500000,37000
USD000000TOD,0,20131204,110718,33.260000000,168000
USD000000TOD,0,20131204,110718,33.260000000,100000
USD000000TOD,0,20131204,110728,33.259000000,25000
USD000000TOD,0,20131204,110758,33.260000000,500000
USD000000TOD,0,20131204,110759,33.258000000,19000
USD000000TOD,0,20131204,110801,33.258000000,1000
USD000000TOD,0,20131204,110807,33.258000000,1000
USD000000TOD,0,20131204,110807,33.258000000,4000
USD000000TOD,0,20131204,110807,33.258000000,9000
USD000000TOD,0,20131204,110807,33.258000000,16000
USD000000TOD,0,20131204,110810,33.260000000,33000
USD000000TOD,0,20131204,110810,33.260000000,10000
USD000000TOD,0,20131204,110810,33.260000000,200000
USD000000TOD,0,20131204,110810,33.260000000,200000
USD000000TOD,0,20131204,110811,33.260000000,1000
USD000000TOD,0,20131204,110811,33.260000000,11000
USD000000TOD,0,20131204,110811,33.260000000,38000
USD000000TOD,0,20131204,110811,33.260000000,7000
USD000000TOD,0,20131204,110811,33.258500000,5000
USD000000TOD,0,20131204,110811,33.258500000,2000
USD000000TOD,0,20131204,110811,33.258000000,12000
USD000000TOD,0,20131204,110814,33.258000000,3000
USD000000TOD,0,20131204,110814,33.258000000,1000
USD000000TOD,0,20131204,110814,33.258000000,6000
USD000000TOD,0,20131204,110814,33.258000000,1000
USD000000TOD,0,20131204,110814,33.258000000,5000
USD000000TOD,0,20131204,110814,33.258000000,3000
USD000000TOD,0,20131204,110814,33.258000000,3000
USD000000TOD,0,20131204,110814,33.258000000,4000
USD000000TOD,0,20131204,110814,33.258000000,4000
USD000000TOD,0,20131204,110814,33.258000000,1000
USD000000TOD,0,20131204,110814,33.258000000,27000
USD000000TOD,0,20131204,110814,33.258000000,1000
USD000000TOD,0,20131204,110814,33.258000000,4000
USD000000TOD,0,20131204,110815,33.258000000,3000
USD000000TOD,0,20131204,110815,33.258000000,3000
USD000000TOD,0,20131204,110815,33.258000000,2000
USD000000TOD,0,20131204,110815,33.258000000,11000
USD000000TOD,0,20131204,110815,33.258000000,3000
USD000000TOD,0,20131204,110815,33.258000000,14000
USD000000TOD,0,20131204,110815,33.258000000,5000
USD000000TOD,0,20131204,110815,33.258000000,20000
USD000000TOD,0,20131204,110815,33.258000000,3000
USD000000TOD,0,20131204,110815,33.258000000,5000
USD000000TOD,0,20131204,110815,33.258000000,1000
USD000000TOD,0,20131204,110815,33.258000000,1000
USD000000TOD,0,20131204,110815,33.258000000,8000
USD000000TOD,0,20131204,110815,33.258000000,1000
USD000000TOD,0,20131204,110816,33.258000000,23000
USD000000TOD,0,20131204,110816,33.258000000,8000
USD000000TOD,0,20131204,110816,33.258000000,24000
USD000000TOD,0,20131204,110818,33.258000000,9000
USD000000TOD,0,20131204,110839,33.258000000,1000
USD000000TOD,0,20131204,110853,33.259000000,20000
USD000000TOD,0,20131204,110853,33.259000000,50000
USD000000TOD,0,20131204,110853,33.259000000,1000
USD000000TOD,0,20131204,110920,33.261000000,7000
USD000000TOD,0,20131204,110920,33.261000000,44000
USD000000TOD,0,20131204,110920,33.259000000,5000
USD000000TOD,0,20131204,110923,33.259000000,44000
USD000000TOD,0,20131204,110924,33.261000000,56000
USD000000TOD,0,20131204,110934,33.260500000,50000
USD000000TOD,0,20131204,110937,33.261000000,50000
USD000000TOD,0,20131204,110942,33.261000000,9000
USD000000TOD,0,20131204,110958,33.260500000,1000
USD000000TOD,0,20131204,111008,33.260500000,1000
USD000000TOD,0,20131204,111009,33.260500000,42000
USD000000TOD,0,20131204,111009,33.260500000,1000
USD000000TOD,0,20131204,111010,33.260500000,5000
USD000000TOD,0,20131204,111010,33.260500000,30000
USD000000TOD,0,20131204,111012,33.260500000,19000
USD000000TOD,0,20131204,111015,33.260500000,1000
USD000000TOD,0,20131204,111022,33.260500000,4000
USD000000TOD,0,20131204,111023,33.262500000,1000000
USD000000TOD,0,20131204,111027,33.260500000,50000
USD000000TOD,0,20131204,111027,33.260500000,50000
USD000000TOD,0,20131204,111027,33.260500000,30000
USD000000TOD,0,20131204,111027,33.260000000,33000
USD000000TOD,0,20131204,111028,33.261000000,50000
USD000000TOD,0,20131204,111028,33.261000000,291000
USD000000TOD,0,20131204,111037,33.261500000,175000
USD000000TOD,0,20131204,111102,33.260500000,39000
USD000000TOD,0,20131204,111103,33.262500000,500000
USD000000TOD,0,20131204,111103,33.262500000,69000
USD000000TOD,0,20131204,111103,33.262500000,331000
USD000000TOD,0,20131204,111129,33.262500000,3000000
USD000000TOD,0,20131204,111136,33.260500000,1000
USD000000TOD,0,20131204,111137,33.260500000,400000
USD000000TOD,0,20131204,111137,33.260500000,99000
USD000000TOD,0,20131204,111137,33.260000000,17000
USD000000TOD,0,20131204,111137,33.260000000,10000
USD000000TOD,0,20131204,111137,33.260000000,100000
USD000000TOD,0,20131204,111137,33.259500000,500000
USD000000TOD,0,20131204,111137,33.259000000,100000
USD000000TOD,0,20131204,111137,33.259000000,100000
USD000000TOD,0,20131204,111137,33.259000000,27000
USD000000TOD,0,20131204,111137,33.258500000,47000
USD000000TOD,0,20131204,111137,33.258500000,33000
USD000000TOD,0,20131204,111137,33.258500000,17000
USD000000TOD,0,20131204,111137,33.258500000,49000
USD000000TOD,0,20131204,111146,33.261000000,50000
USD000000TOD,0,20131204,111146,33.261000000,50000
USD000000TOD,0,20131204,111146,33.261000000,50000
USD000000TOD,0,20131204,111147,33.261000000,50000
USD000000TOD,0,20131204,111147,33.261000000,150000
USD000000TOD,0,20131204,111147,33.260500000,500000
USD000000TOD,0,20131204,111147,33.260000000,100000
USD000000TOD,0,20131204,111147,33.260000000,200000
USD000000TOD,0,20131204,111147,33.260000000,300000
USD000000TOD,0,20131204,111147,33.258500000,400000
USD000000TOD,0,20131204,111147,33.258000000,230000
USD000000TOD,0,20131204,111147,33.258000000,1000
USD000000TOD,0,20131204,111147,33.257500000,30000
USD000000TOD,0,20131204,111147,33.257500000,30000
USD000000TOD,0,20131204,111147,33.257000000,384000
USD000000TOD,0,20131204,111147,33.259500000,260000
USD000000TOD,0,20131204,111147,33.259500000,140000
USD000000TOD,0,20131204,111147,33.259000000,6000
USD000000TOD,0,20131204,111147,33.259500000,200000
USD000000TOD,0,20131204,111154,33.259500000,199000
USD000000TOD,0,20131204,111154,33.259500000,496000
USD000000TOD,0,20131204,111154,33.259500000,860000
USD000000TOD,0,20131204,111154,33.259500000,74000
USD000000TOD,0,20131204,111154,33.259500000,871000
USD000000TOD,0,20131204,111154,33.262000000,80000
USD000000TOD,0,20131204,111154,33.262000000,400000
USD000000TOD,0,20131204,111154,33.262000000,100000
USD000000TOD,0,20131204,111154,33.262500000,98000
USD000000TOD,0,20131204,111156,33.263000000,27000
USD000000TOD,0,20131204,111156,33.263000000,135000
USD000000TOD,0,20131204,111224,33.261000000,63000
USD000000TOD,0,20131204,111240,33.262500000,50000
USD000000TOD,0,20131204,111240,33.262500000,1000000
USD000000TOD,0,20131204,111240,33.263000000,1118000
USD000000TOD,0,20131204,111240,33.263000000,1000000
USD000000TOD,0,20131204,111240,33.263000000,2045000
USD000000TOD,0,20131204,111240,33.263000000,500000
USD000000TOD,0,20131204,111240,33.263500000,331000
USD000000TOD,0,20131204,111256,33.263000000,10000
USD000000TOD,0,20131204,111256,33.263000000,13000
USD000000TOD,0,20131204,111256,33.263000000,13000
USD000000TOD,0,20131204,111307,33.263000000,88000
USD000000TOD,0,20131204,111309,33.263000000,876000
USD000000TOD,0,20131204,111309,33.263000000,1838000
USD000000TOD,0,20131204,111309,33.263000000,162000
USD000000TOD,0,20131204,111309,33.263000000,1000000
USD000000TOD,0,20131204,111309,33.263500000,1552000
USD000000TOD,0,20131204,111309,33.263500000,264000
USD000000TOD,0,20131204,111310,33.263500000,190000
USD000000TOD,0,20131204,111312,33.263500000,67000
USD000000TOD,0,20131204,111316,33.263500000,135000
USD000000TOD,0,20131204,111316,33.263500000,67000
USD000000TOD,0,20131204,111316,33.263500000,339000
USD000000TOD,0,20131204,111316,33.263500000,2749000
USD000000TOD,0,20131204,111316,33.263500000,2000
USD000000TOD,0,20131204,111316,33.263500000,1408000
USD000000TOD,0,20131204,111316,33.263500000,1818000
USD000000TOD,0,20131204,111316,33.264000000,310000
USD000000TOD,0,20131204,111316,33.264000000,1000
USD000000TOD,0,20131204,111316,33.264000000,1000
USD000000TOD,0,20131204,111316,33.264000000,233000
USD000000TOD,0,20131204,111316,33.264000000,52000
USD000000TOD,0,20131204,111316,33.264000000,1000
USD000000TOD,0,20131204,111317,33.264000000,196000
USD000000TOD,0,20131204,111317,33.264000000,251000
USD000000TOD,0,20131204,111317,33.264000000,295000
USD000000TOD,0,20131204,111318,33.264000000,705000
USD000000TOD,0,20131204,111323,33.263500000,9000
USD000000TOD,0,20131204,111323,33.263500000,153000
USD000000TOD,0,20131204,111328,33.264500000,411000
USD000000TOD,0,20131204,111335,33.265000000,33000
USD000000TOD,0,20131204,111344,33.265000000,200000
USD000000TOD,0,20131204,111347,33.265000000,5000
USD000000TOD,0,20131204,111352,33.265000000,262000
USD000000TOD,0,20131204,111352,33.265000000,500000
USD000000TOD,0,20131204,111352,33.265000000,400000
USD000000TOD,0,20131204,111352,33.265000000,3838000
USD000000TOD,0,20131204,111357,33.265000000,60000
USD000000TOD,0,20131204,111406,33.265000000,67000
USD000000TOD,0,20131204,111418,33.264500000,87000
USD000000TOD,0,20131204,111424,33.263000000,20000
USD000000TOD,0,20131204,111424,33.263000000,31000
USD000000TOD,0,20131204,111424,33.263000000,249000
USD000000TOD,0,20131204,111425,33.263000000,23000
USD000000TOD,0,20131204,111425,33.262000000,50000
USD000000TOD,0,20131204,111425,33.262000000,63000
USD000000TOD,0,20131204,111426,33.261500000,360000
USD000000TOD,0,20131204,111426,33.261000000,411000
USD000000TOD,0,20131204,111426,33.260500000,500000
USD000000TOD,0,20131204,111426,33.260500000,500000
USD000000TOD,0,20131204,111426,33.260000000,7000
USD000000TOD,0,20131204,111426,33.260000000,18000
USD000000TOD,0,20131204,111426,33.260000000,75000
USD000000TOD,0,20131204,111426,33.260000000,119000
USD000000TOD,0,20131204,111426,33.260000000,15000
USD000000TOD,0,20131204,111426,33.260000000,66000
USD000000TOD,0,20131204,111427,33.259500000,53000
USD000000TOD,0,20131204,111427,33.259500000,285000
USD000000TOD,0,20131204,111430,33.260000000,225000
USD000000TOD,0,20131204,111434,33.261000000,200000
USD000000TOD,0,20131204,111455,33.260500000,25000
USD000000TOD,0,20131204,111455,33.261000000,39000
USD000000TOD,0,20131204,111505,33.261000000,200000
USD000000TOD,0,20131204,111520,33.257500000,50000
USD000000TOD,0,20131204,111520,33.257500000,50000
USD000000TOD,0,20131204,111521,33.259000000,200000
USD000000TOD,0,20131204,111522,33.257500000,331000
USD000000TOD,0,20131204,111522,33.257500000,271000
USD000000TOD,0,20131204,111523,33.257000000,116000
USD000000TOD,0,20131204,111523,33.257000000,134000
USD000000TOD,0,20131204,111523,33.257000000,116000
USD000000TOD,0,20131204,111523,33.257500000,4398000
USD000000TOD,0,20131204,111523,33.257500000,37000
USD000000TOD,0,20131204,111527,33.257000000,24000
USD000000TOD,0,20131204,111527,33.256500000,200000
USD000000TOD,0,20131204,111527,33.256500000,50000
USD000000TOD,0,20131204,111527,33.256500000,50000
USD000000TOD,0,20131204,111527,33.256500000,120000
USD000000TOD,0,20131204,111531,33.257500000,67000
USD000000TOD,0,20131204,111531,33.257500000,4000
USD000000TOD,0,20131204,111531,33.257500000,43000
USD000000TOD,0,20131204,111531,33.257500000,3000
USD000000TOD,0,20131204,111531,33.257500000,1000
USD000000TOD,0,20131204,111533,33.256500000,137000
USD000000TOD,0,20131204,111536,33.257500000,1000000
USD000000TOD,0,20131204,111538,33.257000000,95000
USD000000TOD,0,20131204,111538,33.257500000,3882000
USD000000TOD,0,20131204,111542,33.257500000,1000000
USD000000TOD,0,20131204,111542,33.257500000,118000
USD000000TOD,0,20131204,111542,33.256000000,1000
USD000000TOD,0,20131204,111542,33.256000000,1000
USD000000TOD,0,20131204,111542,33.256000000,400000
USD000000TOD,0,20131204,111542,33.255500000,78000
USD000000TOD,0,20131204,111542,33.255500000,1000
USD000000TOD,0,20131204,111542,33.255500000,50000
USD000000TOD,0,20131204,111542,33.255500000,200000
USD000000TOD,0,20131204,111542,33.255500000,15000
USD000000TOD,0,20131204,111542,33.255500000,200000
USD000000TOD,0,20131204,111542,33.255500000,271000
USD000000TOD,0,20131204,111542,33.255500000,200000
USD000000TOD,0,20131204,111542,33.255500000,103000
USD000000TOD,0,20131204,111542,33.256500000,897000
USD000000TOD,0,20131204,111543,33.256500000,85000
USD000000TOD,0,20131204,111544,33.256500000,85000
USD000000TOD,0,20131204,111544,33.256500000,290000
USD000000TOD,0,20131204,111545,33.257000000,50000
USD000000TOD,0,20131204,111546,33.257000000,40000
USD000000TOD,0,20131204,111548,33.257000000,6000
USD000000TOD,0,20131204,111549,33.255000000,1000
USD000000TOD,0,20131204,111549,33.255000000,1000
USD000000TOD,0,20131204,111549,33.255000000,100000
USD000000TOD,0,20131204,111549,33.254500000,100000
USD000000TOD,0,20131204,111549,33.254000000,1000
USD000000TOD,0,20131204,111549,33.254000000,199000
USD000000TOD,0,20131204,111553,33.255000000,181000
USD000000TOD,0,20131204,111553,33.255000000,1000
USD000000TOD,0,20131204,111553,33.257000000,154000
USD000000TOD,0,20131204,111553,33.257000000,375000
USD000000TOD,0,20131204,111613,33.256500000,25000
USD000000TOD,0,20131204,111625,33.255000000,55000
USD000000TOD,0,20131204,111625,33.253000000,50000
USD000000TOD,0,20131204,111625,33.253000000,10000
USD000000TOD,0,20131204,111625,33.253000000,50000
USD000000TOD,0,20131204,111625,33.252500000,1000
USD000000TOD,0,20131204,111625,33.254000000,50000
USD000000TOD,0,20131204,111625,33.254500000,500000
USD000000TOD,0,20131204,111625,33.254500000,500000
USD000000TOD,0,20131204,111625,33.254500000,400000
USD000000TOD,0,20131204,111625,33.256000000,2412000
USD000000TOD,0,20131204,111625,33.256000000,400000
USD000000TOD,0,20131204,111625,33.257000000,8054000
USD000000TOD,0,20131204,111625,33.257000000,784000
USD000000TOD,0,20131204,111625,33.257000000,200000
USD000000TOD,0,20131204,111625,33.257000000,944000
USD000000TOD,0,20131204,111625,33.257000000,780000
USD000000TOD,0,20131204,111625,33.252000000,100000
USD000000TOD,0,20131204,111625,33.251000000,100000
USD000000TOD,0,20131204,111625,33.251000000,3000
USD000000TOD,0,20131204,111625,33.250500000,80000
USD000000TOD,0,20131204,111625,33.250000000,274000
USD000000TOD,0,20131204,111625,33.252000000,50000
USD000000TOD,0,20131204,111625,33.252000000,50000
USD000000TOD,0,20131204,111625,33.254500000,50000
USD000000TOD,0,20131204,111625,33.254500000,33000
USD000000TOD,0,20131204,111625,33.254500000,50000
USD000000TOD,0,20131204,111625,33.251000000,443000
USD000000TOD,0,20131204,111625,33.252500000,500000
USD000000TOD,0,20131204,111625,33.252500000,450000
USD000000TOD,0,20131204,111625,33.252500000,297000
USD000000TOD,0,20131204,111625,33.252500000,450000
USD000000TOD,0,20131204,111625,33.252500000,1003000
USD000000TOD,0,20131204,111625,33.251500000,119000
USD000000TOD,0,20131204,111626,33.251500000,443000
USD000000TOD,0,20131204,111626,33.252500000,400000
USD000000TOD,0,20131204,111626,33.254500000,83000
USD000000TOD,0,20131204,111626,33.254500000,35000
USD000000TOD,0,20131204,111626,33.254500000,48000
USD000000TOD,0,20131204,111626,33.253500000,500000
USD000000TOD,0,20131204,111626,33.253500000,20000
USD000000TOD,0,20131204,111626,33.254000000,79000
USD000000TOD,0,20131204,111643,33.257500000,27000
USD000000TOD,0,20131204,111643,33.257500000,10000
USD000000TOD,0,20131204,111644,33.258000000,208000
USD000000TOD,0,20131204,111644,33.257500000,200000
USD000000TOD,0,20131204,111645,33.256500000,500000
USD000000TOD,0,20131204,111645,33.256500000,300000
USD000000TOD,0,20131204,111647,33.257500000,5000
USD000000TOD,0,20131204,111648,33.257500000,16000
USD000000TOD,0,20131204,111649,33.257500000,6000
USD000000TOD,0,20131204,111651,33.257500000,10000
USD000000TOD,0,20131204,111651,33.257500000,90000
USD000000TOD,0,20131204,111651,33.257500000,1000
USD000000TOD,0,20131204,111651,33.257500000,72000
USD000000TOD,0,20131204,111657,33.257000000,500000
USD000000TOD,0,20131204,111657,33.257000000,331000
USD000000TOD,0,20131204,111657,33.257500000,192000
USD000000TOD,0,20131204,111658,33.258000000,80000
USD000000TOD,0,20131204,111708,33.256000000,1000
