<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
USD000000TOD,0,20131204,122638,33.250000000,25000
USD000000TOD,0,20131204,122641,33.250000000,100000
USD000000TOD,0,20131204,122701,33.251000000,80000
USD000000TOD,0,20131204,122735,33.252000000,471000
USD000000TOD,0,20131204,122735,33.252500000,109000
USD000000TOD,0,20131204,122735,33.250000000,4000
USD000000TOD,0,20131204,122735,33.250000000,4000
USD000000TOD,0,20131204,122803,33.252500000,80000
USD000000TOD,0,20131204,122823,33.250500000,200000
USD000000TOD,0,20131204,122823,33.250000000,500000
USD000000TOD,0,20131204,122823,33.250000000,200000
USD000000TOD,0,20131204,122829,33.252500000,53000
USD000000TOD,0,20131204,122837,33.250000000,7000
USD000000TOD,0,20131204,122840,33.250000000,45000
USD000000TOD,0,20131204,122840,33.250000000,48000
USD000000TOD,0,20131204,122842,33.250000000,200000
USD000000TOD,0,20131204,122842,33.250500000,10000
USD000000TOD,0,20131204,122847,33.250000000,35000
USD000000TOD,0,20131204,122850,33.247500000,45000
USD000000TOD,0,20131204,122850,33.249000000,107000
USD000000TOD,0,20131204,122918,33.247500000,400000
USD000000TOD,0,20131204,122918,33.247500000,500000
USD000000TOD,0,20131204,122918,33.247000000,100000
USD000000TOD,0,20131204,122918,33.250500000,400000
USD000000TOD,0,20131204,122918,33.251000000,50000
USD000000TOD,0,20131204,122918,33.251500000,49000
USD000000TOD,0,20131204,122929,33.250000000,3000
USD000000TOD,0,20131204,122933,33.248000000,80000
USD000000TOD,0,20131204,122933,33.247000000,15000
USD000000TOD,0,20131204,122933,33.247000000,400000
USD000000TOD,0,20131204,122933,33.246000000,500000
USD000000TOD,0,20131204,122933,33.246000000,5000
USD000000TOD,0,20131204,122933,33.246500000,500000
USD000000TOD,0,20131204,122936,33.248000000,20000
USD000000TOD,0,20131204,122944,33.246000000,45000
USD000000TOD,0,20131204,122944,33.245000000,3000
USD000000TOD,0,20131204,122944,33.245000000,18000
USD000000TOD,0,20131204,122944,33.245000000,14000
USD000000TOD,0,20131204,122944,33.245000000,242000
USD000000TOD,0,20131204,122944,33.245000000,23000
USD000000TOD,0,20131204,123022,33.245500000,80000
USD000000TOD,0,20131204,123022,33.245500000,575000
USD000000TOD,0,20131204,123040,33.245500000,16000
USD000000TOD,0,20131204,123050,33.245000000,36000
USD000000TOD,0,20131204,123052,33.245500000,375000
USD000000TOD,0,20131204,123052,33.245500000,299000
USD000000TOD,0,20131204,123104,33.243000000,80000
USD000000TOD,0,20131204,123104,33.242500000,1080000
USD000000TOD,0,20131204,123104,33.242500000,400000
USD000000TOD,0,20131204,123104,33.242500000,99000
USD000000TOD,0,20131204,123112,33.245000000,74000
USD000000TOD,0,20131204,123121,33.245000000,47000
USD000000TOD,0,20131204,123128,33.245000000,200000
USD000000TOD,0,20131204,123225,33.245000000,1000
USD000000TOD,0,20131204,123228,33.245500000,100000
USD000000TOD,0,20131204,123249,33.245000000,1000000
USD000000TOD,0,20131204,123249,33.246500000,500000
USD000000TOD,0,20131204,123249,33.246500000,31000
USD000000TOD,0,20131204,123258,33.246500000,43000
USD000000TOD,0,20131204,123306,33.245000000,340000
USD000000TOD,0,20131204,123306,33.244000000,1000
USD000000TOD,0,20131204,123306,33.243500000,299000
USD000000TOD,0,20131204,123325,33.246500000,115000
USD000000TOD,0,20131204,123341,33.247000000,80000
USD000000TOD,0,20131204,123343,33.245000000,100000
USD000000TOD,0,20131204,123343,33.245000000,42000
USD000000TOD,0,20131204,123344,33.245000000,117000
USD000000TOD,0,20131204,123344,33.245000000,122000
USD000000TOD,0,20131204,123344,33.245000000,154000
USD000000TOD,0,20131204,123344,33.245000000,224000
USD000000TOD,0,20131204,123344,33.244000000,11000
USD000000TOD,0,20131204,123358,33.246500000,600000
USD000000TOD,0,20131204,123408,33.243500000,1000000
USD000000TOD,0,20131204,123408,33.243500000,301000
USD000000TOD,0,20131204,123408,33.243500000,1000
USD000000TOD,0,20131204,123408,33.243000000,33000
USD000000TOD,0,20131204,123408,33.243000000,1000
USD000000TOD,0,20131204,123408,33.243000000,100000
USD000000TOD,0,20131204,123408,33.242500000,564000
USD000000TOD,0,20131204,123408,33.242500000,337000
USD000000TOD,0,20131204,123408,33.242500000,500000
USD000000TOD,0,20131204,123408,33.242500000,60000
USD000000TOD,0,20131204,123408,33.242500000,76000
USD000000TOD,0,20131204,123408,33.240500000,1000
USD000000TOD,0,20131204,123408,33.240500000,1000
USD000000TOD,0,20131204,123408,33.240000000,1000
USD000000TOD,0,20131204,123408,33.240000000,1000
USD000000TOD,0,20131204,123408,33.240000000,50000
USD000000TOD,0,20131204,123408,33.240000000,200000
USD000000TOD,0,20131204,123408,33.240000000,100000
USD000000TOD,0,20131204,123409,33.240500000,300000
USD000000TOD,0,20131204,123409,33.239000000,6000
USD000000TOD,0,20131204,123409,33.239000000,1000
USD000000TOD,0,20131204,123409,33.239000000,1000
USD000000TOD,0,20131204,123409,33.239000000,1000
USD000000TOD,0,20131204,123422,33.241000000,400000
USD000000TOD,0,20131204,123422,33.240500000,134000
USD000000TOD,0,20131204,123453,33.245000000,101000
USD000000TOD,0,20131204,123457,33.245000000,14000
USD000000TOD,0,20131204,123523,33.247000000,5000
USD000000TOD,0,20131204,123523,33.247000000,49000
USD000000TOD,0,20131204,123523,33.247500000,746000
USD000000TOD,0,20131204,123526,33.247000000,25000
USD000000TOD,0,20131204,123537,33.246000000,271000
USD000000TOD,0,20131204,123539,33.246000000,1019000
USD000000TOD,0,20131204,123614,33.246500000,200000
USD000000TOD,0,20131204,123614,33.247000000,210000
USD000000TOD,0,20131204,123627,33.243500000,500000
USD000000TOD,0,20131204,123645,33.243500000,246000
USD000000TOD,0,20131204,123649,33.240500000,200000
USD000000TOD,0,20131204,123657,33.244000000,14000
USD000000TOD,0,20131204,123657,33.242000000,500000
USD000000TOD,0,20131204,123657,33.242000000,500000
USD000000TOD,0,20131204,123657,33.241500000,200000
USD000000TOD,0,20131204,123657,33.241000000,400000
USD000000TOD,0,20131204,123657,33.241000000,25000
USD000000TOD,0,20131204,123657,33.241000000,150000
USD000000TOD,0,20131204,123701,33.241500000,54000
USD000000TOD,0,20131204,123827,33.243000000,4000
USD000000TOD,0,20131204,123830,33.240500000,500000
USD000000TOD,0,20131204,123830,33.240500000,311000
USD000000TOD,0,20131204,123830,33.240000000,200000
USD000000TOD,0,20131204,123830,33.240000000,347000
USD000000TOD,0,20131204,123830,33.240000000,289000
USD000000TOD,0,20131204,123834,33.240000000,223000
USD000000TOD,0,20131204,123834,33.240000000,7000
USD000000TOD,0,20131204,123834,33.240000000,20000
USD000000TOD,0,20131204,123834,33.240000000,17000
USD000000TOD,0,20131204,123834,33.240000000,51000
USD000000TOD,0,20131204,123834,33.240000000,800000
USD000000TOD,0,20131204,123834,33.240000000,13000
USD000000TOD,0,20131204,123834,33.240000000,233000
USD000000TOD,0,20131204,123834,33.238000000,1000
USD000000TOD,0,20131204,123834,33.238000000,1000
USD000000TOD,0,20131204,123835,33.235000000,2000
USD000000TOD,0,20131204,123836,33.235000000,1000
USD000000TOD,0,20131204,123836,33.235000000,200000
USD000000TOD,0,20131204,123836,33.235000000,13000
USD000000TOD,0,20131204,123836,33.235000000,200000
USD000000TOD,0,20131204,123836,33.235000000,6000
USD000000TOD,0,20131204,123836,33.235000000,78000
USD000000TOD,0,20131204,123836,33.235000000,50000
USD000000TOD,0,20131204,123836,33.235000000,457000
USD000000TOD,0,20131204,123836,33.235000000,300000
USD000000TOD,0,20131204,123844,33.231000000,16000
USD000000TOD,0,20131204,123906,33.230500000,400000
USD000000TOD,0,20131204,123906,33.230000000,100000
USD000000TOD,0,20131204,123906,33.230000000,80000
USD000000TOD,0,20131204,123906,33.229500000,120000
USD000000TOD,0,20131204,123907,33.230000000,400000
USD000000TOD,0,20131204,123914,33.229000000,3000
USD000000TOD,0,20131204,123918,33.232000000,3000
USD000000TOD,0,20131204,123918,33.232500000,397000
USD000000TOD,0,20131204,123918,33.232500000,103000
USD000000TOD,0,20131204,123918,33.232500000,500000
USD000000TOD,0,20131204,123918,33.232500000,397000
USD000000TOD,0,20131204,123920,33.229500000,335000
USD000000TOD,0,20131204,123930,33.230000000,4000
USD000000TOD,0,20131204,123930,33.230000000,996000
USD000000TOD,0,20131204,123941,33.235500000,10000
USD000000TOD,0,20131204,123947,33.235000000,1000
USD000000TOD,0,20131204,124001,33.235000000,5000
USD000000TOD,0,20131204,124104,33.231000000,1000
USD000000TOD,0,20131204,124105,33.234500000,500000
USD000000TOD,0,20131204,124105,33.235000000,403000
USD000000TOD,0,20131204,124124,33.234500000,15000
USD000000TOD,0,20131204,124130,33.234500000,65000
USD000000TOD,0,20131204,124136,33.234500000,3000
USD000000TOD,0,20131204,124207,33.234500000,30000
USD000000TOD,0,20131204,124221,33.234500000,2000
USD000000TOD,0,20131204,124225,33.235000000,16000
USD000000TOD,0,20131204,124228,33.234500000,3000
USD000000TOD,0,20131204,124229,33.235000000,76000
USD000000TOD,0,20131204,124232,33.235000000,3000
USD000000TOD,0,20131204,124232,33.235000000,202000
USD000000TOD,0,20131204,124252,33.238000000,19000
USD000000TOD,0,20131204,124252,33.236500000,40000
USD000000TOD,0,20131204,124252,33.236500000,50000
USD000000TOD,0,20131204,124258,33.238000000,50000
USD000000TOD,0,20131204,124300,33.240500000,297000
USD000000TOD,0,20131204,124301,33.242500000,223000
USD000000TOD,0,20131204,124301,33.242500000,50000
USD000000TOD,0,20131204,124301,33.243000000,200000
USD000000TOD,0,20131204,124301,33.243000000,500000
USD000000TOD,0,20131204,124301,33.244000000,200000
USD000000TOD,0,20131204,124301,33.244000000,800000
USD000000TOD,0,20131204,124301,33.245500000,75000
USD000000TOD,0,20131204,124301,33.245500000,75000
USD000000TOD,0,20131204,124301,33.245500000,16000
USD000000TOD,0,20131204,124301,33.245500000,16000
USD000000TOD,0,20131204,124301,33.245000000,34000
USD000000TOD,0,20131204,124301,33.245000000,34000
USD000000TOD,0,20131204,124301,33.246000000,200000
USD000000TOD,0,20131204,124301,33.246000000,200000
USD000000TOD,0,20131204,124301,33.244000000,600000
USD000000TOD,0,20131204,124306,33.244500000,500000
USD000000TOD,0,20131204,124312,33.245000000,250000
USD000000TOD,0,20131204,124313,33.245000000,50000
USD000000TOD,0,20131204,124315,33.242500000,4000
USD000000TOD,0,20131204,124315,33.242500000,16000
USD000000TOD,0,20131204,124315,33.242000000,10000
USD000000TOD,0,20131204,124321,33.244500000,10000
USD000000TOD,0,20131204,124323,33.243000000,50000
USD000000TOD,0,20131204,124323,33.243500000,50000
USD000000TOD,0,20131204,124323,33.244000000,350000
USD000000TOD,0,20131204,124326,33.242500000,118000
USD000000TOD,0,20131204,124329,33.241000000,50000
USD000000TOD,0,20131204,124329,33.241000000,14000
USD000000TOD,0,20131204,124333,33.240000000,8000
USD000000TOD,0,20131204,124333,33.240000000,2000
USD000000TOD,0,20131204,124342,33.238000000,1000
USD000000TOD,0,20131204,124404,33.240000000,200000
USD000000TOD,0,20131204,124406,33.240500000,27000
USD000000TOD,0,20131204,124416,33.241500000,232000
USD000000TOD,0,20131204,124430,33.243000000,50000
USD000000TOD,0,20131204,124430,33.243000000,250000
USD000000TOD,0,20131204,124432,33.241500000,2000
USD000000TOD,0,20131204,124432,33.240000000,80000
USD000000TOD,0,20131204,124432,33.239500000,418000
USD000000TOD,0,20131204,124432,33.238500000,400000
USD000000TOD,0,20131204,124432,33.238000000,5000
USD000000TOD,0,20131204,124432,33.238000000,10000
USD000000TOD,0,20131204,124432,33.238000000,80000
USD000000TOD,0,20131204,124432,33.237500000,5000
USD000000TOD,0,20131204,124432,33.239000000,136000
USD000000TOD,0,20131204,124432,33.238500000,464000
USD000000TOD,0,20131204,124436,33.237500000,27000
USD000000TOD,0,20131204,124442,33.238000000,120000
USD000000TOD,0,20131204,124501,33.235500000,450000
USD000000TOD,0,20131204,124501,33.235500000,50000
USD000000TOD,0,20131204,124501,33.235500000,600000
USD000000TOD,0,20131204,124501,33.235500000,500000
USD000000TOD,0,20131204,124502,33.237500000,375000
USD000000TOD,0,20131204,124502,33.237500000,125000
USD000000TOD,0,20131204,124502,33.238500000,318000
USD000000TOD,0,20131204,124502,33.239500000,133000
USD000000TOD,0,20131204,124502,33.235500000,500000
USD000000TOD,0,20131204,124504,33.236500000,183000
USD000000TOD,0,20131204,124514,33.241000000,90000
USD000000TOD,0,20131204,124544,33.237000000,64000
USD000000TOD,0,20131204,124603,33.237000000,5000
USD000000TOD,0,20131204,124617,33.241000000,57000
USD000000TOD,0,20131204,124627,33.240000000,7000
USD000000TOD,0,20131204,124630,33.241000000,80000
USD000000TOD,0,20131204,124641,33.241500000,50000
USD000000TOD,0,20131204,124742,33.245000000,10000
USD000000TOD,0,20131204,124742,33.245000000,400000
USD000000TOD,0,20131204,124742,33.245000000,500000
USD000000TOD,0,20131204,124742,33.245000000,49000
USD000000TOD,0,20131204,124742,33.245000000,500000
USD000000TOD,0,20131204,124742,33.245000000,441000
USD000000TOD,0,20131204,124747,33.242500000,50000
USD000000TOD,0,20131204,124753,33.246000000,400000
USD000000TOD,0,20131204,124753,33.246000000,7000
USD000000TOD,0,20131204,124753,33.247500000,906000
USD000000TOD,0,20131204,124753,33.247500000,627000
USD000000TOD,0,20131204,124753,33.247500000,330000
USD000000TOD,0,20131204,124753,33.247500000,200000
USD000000TOD,0,20131204,124753,33.247500000,200000
USD000000TOD,0,20131204,124753,33.247000000,80000
USD000000TOD,0,20131204,124753,33.247000000,250000
USD000000TOD,0,20131204,124753,33.246500000,400000
USD000000TOD,0,20131204,124753,33.246000000,270000
USD000000TOD,0,20131204,124753,33.246000000,230000
USD000000TOD,0,20131204,124753,33.246000000,250000
USD000000TOD,0,20131204,124753,33.246000000,20000
USD000000TOD,0,20131204,124753,33.249000000,80000
USD000000TOD,0,20131204,124753,33.249000000,100000
USD000000TOD,0,20131204,124753,33.247000000,50000
USD000000TOD,0,20131204,124753,33.249000000,50000
USD000000TOD,0,20131204,124758,33.246500000,110000
USD000000TOD,0,20131204,124758,33.246500000,53000
USD000000TOD,0,20131204,124758,33.248000000,275000
USD000000TOD,0,20131204,124801,33.248000000,125000
USD000000TOD,0,20131204,124801,33.248500000,500000
USD000000TOD,0,20131204,124801,33.249500000,300000
USD000000TOD,0,20131204,124801,33.249500000,500000
USD000000TOD,0,20131204,124801,33.250000000,126000
USD000000TOD,0,20131204,124801,33.250000000,18000
USD000000TOD,0,20131204,124803,33.249000000,135000
USD000000TOD,0,20131204,124804,33.248000000,355000
USD000000TOD,0,20131204,124805,33.249000000,500000
USD000000TOD,0,20131204,124805,33.249500000,80000
USD000000TOD,0,20131204,124805,33.250000000,982000
USD000000TOD,0,20131204,124805,33.250000000,3000000
USD000000TOD,0,20131204,124805,33.250000000,500000
USD000000TOD,0,20131204,124805,33.250000000,1103000
USD000000TOD,0,20131204,124805,33.250000000,835000
USD000000TOD,0,20131204,124805,33.247000000,400000
USD000000TOD,0,20131204,124805,33.247000000,375000
USD000000TOD,0,20131204,124805,33.247000000,58000
USD000000TOD,0,20131204,124805,33.246500000,167000
USD000000TOD,0,20131204,124808,33.249000000,178000
USD000000TOD,0,20131204,124817,33.250000000,400000
USD000000TOD,0,20131204,124817,33.250000000,50000
USD000000TOD,0,20131204,124822,33.247500000,250000
USD000000TOD,0,20131204,124822,33.247500000,525000
USD000000TOD,0,20131204,124822,33.247500000,225000
USD000000TOD,0,20131204,124822,33.245500000,500000
USD000000TOD,0,20131204,124822,33.245500000,200000
USD000000TOD,0,20131204,124822,33.245000000,280000
USD000000TOD,0,20131204,124822,33.245000000,43000
USD000000TOD,0,20131204,124826,33.246000000,250000
USD000000TOD,0,20131204,124826,33.246000000,350000
USD000000TOD,0,20131204,124826,33.245500000,100000
USD000000TOD,0,20131204,124826,33.244500000,500000
USD000000TOD,0,20131204,124826,33.244500000,500000
USD000000TOD,0,20131204,124845,33.248500000,500000
USD000000TOD,0,20131204,124845,33.248500000,500000
USD000000TOD,0,20131204,124845,33.248500000,200000
USD000000TOD,0,20131204,124845,33.248500000,947000
USD000000TOD,0,20131204,124845,33.248500000,79000
USD000000TOD,0,20131204,124845,33.248500000,775000
USD000000TOD,0,20131204,124845,33.248500000,200000
USD000000TOD,0,20131204,124845,33.248500000,825000
USD000000TOD,0,20131204,124845,33.248500000,474000
USD000000TOD,0,20131204,124850,33.247500000,518000
USD000000TOD,0,20131204,124913,33.246500000,20000
USD000000TOD,0,20131204,124913,33.246500000,34000
USD000000TOD,0,20131204,124913,33.245500000,446000
USD000000TOD,0,20131204,124913,33.245500000,500000
USD000000TOD,0,20131204,124913,33.244500000,500000
USD000000TOD,0,20131204,124936,33.244000000,3000
USD000000TOD,0,20131204,124940,33.244000000,10000
USD000000TOD,0,20131204,124946,33.244000000,300000
USD000000TOD,0,20131204,124956,33.244000000,10000
USD000000TOD,0,20131204,124958,33.244000000,5000
USD000000TOD,0,20131204,124958,33.244000000,3000
USD000000TOD,0,20131204,124958,33.244000000,2000
USD000000TOD,0,20131204,124958,33.244000000,67000
USD000000TOD,0,20131204,125001,33.246000000,155000
USD000000TOD,0,20131204,125011,33.246000000,200000
USD000000TOD,0,20131204,125011,33.247500000,49000
USD000000TOD,0,20131204,125026,33.248000000,25000
USD000000TOD,0,20131204,125026,33.248000000,244000
USD000000TOD,0,20131204,125051,33.246500000,100000
USD000000TOD,0,20131204,125057,33.247000000,200000
USD000000TOD,0,20131204,125057,33.246500000,400000
USD000000TOD,0,20131204,125057,33.246500000,250000
USD000000TOD,0,20131204,125057,33.246000000,150000
USD000000TOD,0,20131204,125058,33.246500000,500000
USD000000TOD,0,20131204,125058,33.246500000,500000
USD000000TOD,0,20131204,125115,33.248000000,200000
USD000000TOD,0,20131204,125115,33.248000000,100000
USD000000TOD,0,20131204,125115,33.246500000,160000
USD000000TOD,0,20131204,125121,33.246000000,50000
USD000000TOD,0,20131204,125121,33.246000000,30000
USD000000TOD,0,20131204,125122,33.247000000,5000
USD000000TOD,0,20131204,125140,33.245000000,30000
USD000000TOD,0,20131204,125142,33.243000000,37000
USD000000TOD,0,20131204,125142,33.243000000,13000
USD000000TOD,0,20131204,125153,33.244500000,50000
USD000000TOD,0,20131204,125217,33.244000000,200000
USD000000TOD,0,20131204,125217,33.244000000,100000
USD000000TOD,0,20131204,125232,33.245000000,150000
USD000000TOD,0,20131204,125233,33.245000000,9000
USD000000TOD,0,20131204,125248,33.246500000,13000
USD000000TOD,0,20131204,125300,33.242500000,100000
USD000000TOD,0,20131204,125300,33.241000000,35000
USD000000TOD,0,20131204,125300,33.241500000,7000
USD000000TOD,0,20131204,125300,33.240000000,250000
USD000000TOD,0,20131204,125300,33.240000000,50000
USD000000TOD,0,20131204,125300,33.240000000,61000
USD000000TOD,0,20131204,125300,33.239500000,889000
USD000000TOD,0,20131204,125300,33.239500000,111000
USD000000TOD,0,20131204,125300,33.239500000,52000
USD000000TOD,0,20131204,125300,33.239000000,500000
USD000000TOD,0,20131204,125300,33.237500000,137000
USD000000TOD,0,20131204,125300,33.236500000,37000
USD000000TOD,0,20131204,125300,33.236500000,7000
USD000000TOD,0,20131204,125301,33.236500000,38000
USD000000TOD,0,20131204,125333,33.235000000,500000
USD000000TOD,0,20131204,125333,33.235000000,50000
USD000000TOD,0,20131204,125343,33.238000000,5000
USD000000TOD,0,20131204,125354,33.238000000,75000
USD000000TOD,0,20131204,125354,33.238000000,245000
USD000000TOD,0,20131204,125354,33.234500000,19000
USD000000TOD,0,20131204,125428,33.242000000,19000
USD000000TOD,0,20131204,125428,33.243000000,7000
USD000000TOD,0,20131204,125429,33.243000000,15000
USD000000TOD,0,20131204,125429,33.244000000,50000
USD000000TOD,0,20131204,125429,33.244000000,50000
USD000000TOD,0,20131204,125439,33.242500000,3000
USD000000TOD,0,20131204,125451,33.245000000,130000
USD000000TOD,0,20131204,125452,33.242500000,110000
USD000000TOD,0,20131204,125527,33.240500000,50000
USD000000TOD,0,20131204,125531,33.240000000,225000
USD000000TOD,0,20131204,125536,33.240000000,165000
USD000000TOD,0,20131204,125539,33.242500000,145000
USD000000TOD,0,20131204,125547,33.242000000,50000
USD000000TOD,0,20131204,125547,33.242500000,100000
USD000000TOD,0,20131204,125549,33.240000000,85000
USD000000TOD,0,20131204,125552,33.242500000,255000
USD000000TOD,0,20131204,125552,33.243000000,405000
USD000000TOD,0,20131204,125556,33.244000000,31000
USD000000TOD,0,20131204,125604,33.237000000,11000
USD000000TOD,0,20131204,125633,33.239000000,15000
USD000000TOD,0,20131204,125702,33.237000000,22000
USD000000TOD,0,20131204,125702,33.237000000,82000
USD000000TOD,0,20131204,125702,33.237000000,280000
USD000000TOD,0,20131204,125704,33.239000000,180000
USD000000TOD,0,20131204,125713,33.239000000,11000
USD000000TOD,0,20131204,125713,33.239000000,19000
USD000000TOD,0,20131204,125729,33.239500000,138000
USD000000TOD,0,20131204,125734,33.239500000,534000
USD000000TOD,0,20131204,125734,33.240000000,5000
USD000000TOD,0,20131204,125757,33.236500000,7000
USD000000TOD,0,20131204,125800,33.236500000,23000
USD000000TOD,0,20131204,125804,33.237500000,257000
USD000000TOD,0,20131204,125804,33.238000000,50000
USD000000TOD,0,20131204,125804,33.238500000,72000
USD000000TOD,0,20131204,125804,33.238500000,500000
USD000000TOD,0,20131204,125804,33.239000000,500000
USD000000TOD,0,20131204,125804,33.239000000,300000
USD000000TOD,0,20131204,125804,33.240000000,276000
USD000000TOD,0,20131204,125902,33.239000000,100000
USD000000TOD,0,20131204,125933,33.240000000,4000
USD000000TOD,0,20131204,125933,33.240000000,13000
USD000000TOD,0,20131204,125947,33.240000000,400000
USD000000TOD,0,20131204,125957,33.240000000,423000
USD000000TOD,0,20131204,125957,33.240500000,400000
USD000000TOD,0,20131204,125957,33.241000000,2080000
USD000000TOD,0,20131204,130011,33.241500000,200000
USD000000TOD,0,20131204,130011,33.240000000,331000
USD000000TOD,0,20131204,130016,33.240000000,50000
USD000000TOD,0,20131204,130017,33.239000000,100000
USD000000TOD,0,20131204,130020,33.240000000,10000
USD000000TOD,0,20131204,130021,33.240000000,35000
USD000000TOD,0,20131204,130035,33.240000000,40000
USD000000TOD,0,20131204,130040,33.238500000,14000
USD000000TOD,0,20131204,130049,33.238000000,174000
USD000000TOD,0,20131204,130049,33.238000000,198000
USD000000TOD,0,20131204,130054,33.238000000,255000
USD000000TOD,0,20131204,130057,33.238000000,125000
USD000000TOD,0,20131204,130100,33.239500000,401000
USD000000TOD,0,20131204,130100,33.239500000,4000
USD000000TOD,0,20131204,130101,33.238500000,125000
USD000000TOD,0,20131204,130104,33.238500000,2000
USD000000TOD,0,20131204,130112,33.245000000,200000
USD000000TOD,0,20131204,130112,33.245000000,11000
USD000000TOD,0,20131204,130112,33.245500000,30000
USD000000TOD,0,20131204,130113,33.244500000,200000
USD000000TOD,0,20131204,130113,33.244000000,436000
USD000000TOD,0,20131204,130113,33.243000000,64000
USD000000TOD,0,20131204,130113,33.243000000,636000
USD000000TOD,0,20131204,130113,33.243500000,200000
USD000000TOD,0,20131204,130117,33.244000000,50000
USD000000TOD,0,20131204,130117,33.244500000,30000
USD000000TOD,0,20131204,130122,33.242500000,200000
USD000000TOD,0,20131204,130122,33.243500000,200000
USD000000TOD,0,20131204,130122,33.242500000,300000
USD000000TOD,0,20131204,130122,33.242500000,250000
USD000000TOD,0,20131204,130122,33.241500000,200000
USD000000TOD,0,20131204,130122,33.243000000,400000
USD000000TOD,0,20131204,130124,33.246000000,75000
USD000000TOD,0,20131204,130124,33.246500000,500000
USD000000TOD,0,20131204,130124,33.246500000,750000
USD000000TOD,0,20131204,130124,33.243000000,490000
USD000000TOD,0,20131204,130124,33.243500000,500000
USD000000TOD,0,20131204,130124,33.242500000,500000
USD000000TOD,0,20131204,130125,33.243500000,200000
USD000000TOD,0,20131204,130150,33.240000000,115000
USD000000TOD,0,20131204,130159,33.241500000,67000
USD000000TOD,0,20131204,130204,33.246500000,500000
USD000000TOD,0,20131204,130204,33.247000000,500000
USD000000TOD,0,20131204,130204,33.247000000,50000
USD000000TOD,0,20131204,130207,33.246500000,500000
USD000000TOD,0,20131204,130207,33.245500000,400000
USD000000TOD,0,20131204,130207,33.245500000,100000
USD000000TOD,0,20131204,130211,33.245000000,2000
USD000000TOD,0,20131204,130211,33.245000000,198000
USD000000TOD,0,20131204,130211,33.244000000,500000
USD000000TOD,0,20131204,130217,33.245000000,150000
USD000000TOD,0,20131204,130220,33.243000000,64000
USD000000TOD,0,20131204,130220,33.243000000,103000
USD000000TOD,0,20131204,130221,33.242500000,329000
USD000000TOD,0,20131204,130221,33.242500000,171000
USD000000TOD,0,20131204,130229,33.240500000,60000
USD000000TOD,0,20131204,130246,33.243500000,22000
USD000000TOD,0,20131204,130256,33.240000000,127000
USD000000TOD,0,20131204,130256,33.240000000,73000
USD000000TOD,0,20131204,130256,33.240000000,4000
USD000000TOD,0,20131204,130256,33.240000000,35000
USD000000TOD,0,20131204,130256,33.238000000,200000
USD000000TOD,0,20131204,130256,33.238000000,4000
USD000000TOD,0,20131204,130317,33.240000000,71000
USD000000TOD,0,20131204,130322,33.238500000,25000
USD000000TOD,0,20131204,130322,33.238500000,381000
USD000000TOD,0,20131204,130328,33.237000000,50000
USD000000TOD,0,20131204,130328,33.236500000,500000
USD000000TOD,0,20131204,130328,33.236000000,135000
USD000000TOD,0,20131204,130328,33.235500000,180000
USD000000TOD,0,20131204,130332,33.240500000,378000
USD000000TOD,0,20131204,130332,33.242000000,28000
USD000000TOD,0,20131204,130335,33.240500000,200000
USD000000TOD,0,20131204,130347,33.245000000,500000
USD000000TOD,0,20131204,130427,33.242500000,31000
USD000000TOD,0,20131204,130429,33.242500000,47000
USD000000TOD,0,20131204,130429,33.242500000,119000
USD000000TOD,0,20131204,130429,33.242500000,7000
USD000000TOD,0,20131204,130429,33.242500000,96000
USD000000TOD,0,20131204,130445,33.236000000,10000
USD000000TOD,0,20131204,130454,33.238500000,32000
USD000000TOD,0,20131204,130505,33.238500000,212000
USD000000TOD,0,20131204,130540,33.237000000,11000
USD000000TOD,0,20131204,130544,33.234500000,14000
USD000000TOD,0,20131204,130611,33.235000000,24000
USD000000TOD,0,20131204,130612,33.235000000,106000
USD000000TOD,0,20131204,130613,33.234500000,87000
USD000000TOD,0,20131204,130613,33.234500000,75000
USD000000TOD,0,20131204,130613,33.234500000,25000
USD000000TOD,0,20131204,130613,33.234500000,50000
USD000000TOD,0,20131204,130618,33.235000000,100000
USD000000TOD,0,20131204,130620,33.235000000,275000
USD000000TOD,0,20131204,130620,33.236000000,50000
USD000000TOD,0,20131204,130620,33.237000000,100000
USD000000TOD,0,20131204,130620,33.237000000,100000
USD000000TOD,0,20131204,130623,33.237500000,25000
USD000000TOD,0,20131204,130623,33.237500000,75000
USD000000TOD,0,20131204,130632,33.237500000,25000
USD000000TOD,0,20131204,130632,33.237500000,69000
USD000000TOD,0,20131204,130632,33.238000000,500000
USD000000TOD,0,20131204,130642,33.239000000,5000
USD000000TOD,0,20131204,130656,33.235500000,13000
USD000000TOD,0,20131204,130719,33.238500000,75000
USD000000TOD,0,20131204,130719,33.239000000,8000
USD000000TOD,0,20131204,130735,33.238500000,8000
USD000000TOD,0,20131204,130849,33.239000000,25000
USD000000TOD,0,20131204,130849,33.239500000,25000
USD000000TOD,0,20131204,130856,33.240000000,143000
USD000000TOD,0,20131204,130937,33.245500000,50000
USD000000TOD,0,20131204,130937,33.245500000,50000
USD000000TOD,0,20131204,130937,33.245000000,100000
USD000000TOD,0,20131204,130937,33.245000000,50000
USD000000TOD,0,20131204,130937,33.245000000,2000
USD000000TOD,0,20131204,130954,33.245000000,500000
