<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,1,20131204,150700,33.1905000,33.1935000,33.1905000,33.1930000,1813000
USD000000TOD,1,20131204,150800,33.1920000,33.1945000,33.1915000,33.1915000,915000
USD000000TOD,1,20131204,150900,33.1920000,33.1920000,33.1850000,33.1900000,2208000
USD000000TOD,1,20131204,151000,33.1900000,33.1920000,33.1880000,33.1885000,5214000
USD000000TOD,1,20131204,151100,33.1900000,33.1900000,33.1825000,33.1840000,2861000
USD000000TOD,1,20131204,151200,33.1845000,33.1850000,33.1805000,33.1815000,1110000
USD000000TOD,1,20131204,151300,33.1810000,33.1810000,33.1735000,33.1780000,6699000
USD000000TOD,1,20131204,151400,33.1750000,33.1755000,33.1705000,33.1720000,3578000
USD000000TOD,1,20131204,151500,33.1720000,33.1720000,33.1635000,33.1635000,6886000
USD000000TOD,1,20131204,151600,33.1625000,33.1650000,33.1540000,33.1615000,8064000
USD000000TOD,1,20131204,151700,33.1650000,33.1700000,33.1645000,33.1660000,3050000
USD000000TOD,1,20131204,151800,33.1650000,33.1680000,33.1650000,33.1670000,1706000
USD000000TOD,1,20131204,151900,33.1700000,33.1710000,33.1695000,33.1710000,462000
USD000000TOD,1,20131204,152000,33.1710000,33.1710000,33.1700000,33.1700000,110000
USD000000TOD,1,20131204,152100,33.1705000,33.1725000,33.1700000,33.1725000,3855000
USD000000TOD,1,20131204,152200,33.1735000,33.1735000,33.1735000,33.1735000,30000
USD000000TOD,1,20131204,152300,33.1725000,33.1735000,33.1725000,33.1725000,2459000
USD000000TOD,1,20131204,152400,33.1725000,33.1725000,33.1600000,33.1630000,14708000
USD000000TOD,1,20131204,152500,33.1620000,33.1620000,33.1615000,33.1620000,1874000
USD000000TOD,1,20131204,152600,33.1620000,33.1620000,33.1580000,33.1580000,2403000
USD000000TOD,1,20131204,152700,33.1600000,33.1600000,33.1600000,33.1600000,1000000
USD000000TOD,1,20131204,152800,33.1620000,33.1625000,33.1585000,33.1600000,1549000
USD000000TOD,1,20131204,152900,33.1600000,33.1620000,33.1585000,33.1595000,1933000
USD000000TOD,1,20131204,153000,33.1570000,33.1570000,33.1520000,33.1525000,5437000
USD000000TOD,1,20131204,153100,33.1525000,33.1555000,33.1505000,33.1530000,7794000
USD000000TOD,1,20131204,153200,33.1530000,33.1550000,33.1530000,33.1540000,629000
USD000000TOD,1,20131204,153300,33.1535000,33.1555000,33.1510000,33.1555000,999000
USD000000TOD,1,20131204,153400,33.1555000,33.1645000,33.1555000,33.1645000,7974000
USD000000TOD,1,20131204,153500,33.1650000,33.1650000,33.1650000,33.1650000,1000000
USD000000TOD,1,20131204,153600,33.1655000,33.1675000,33.1640000,33.1675000,785000
USD000000TOD,1,20131204,153700,33.1695000,33.1695000,33.1665000,33.1680000,1798000
USD000000TOD,1,20131204,153800,33.1690000,33.1705000,33.1690000,33.1705000,309000
USD000000TOD,1,20131204,153900,33.1700000,33.1765000,33.1700000,33.1765000,4099000
USD000000TOD,1,20131204,154000,33.1795000,33.1845000,33.1770000,33.1845000,5308000
USD000000TOD,1,20131204,154200,33.1770000,33.1805000,33.1770000,33.1800000,219000
USD000000TOD,1,20131204,154300,33.1795000,33.1800000,33.1590000,33.1600000,8505000
USD000000TOD,1,20131204,154400,33.1570000,33.1575000,33.1535000,33.1575000,4795000
USD000000TOD,1,20131204,154500,33.1510000,33.1650000,33.1505000,33.1650000,5939000
USD000000TOD,1,20131204,154600,33.1645000,33.1645000,33.1625000,33.1640000,322000
USD000000TOD,1,20131204,154700,33.1640000,33.1650000,33.1595000,33.1595000,1652000
USD000000TOD,1,20131204,154800,33.1630000,33.1655000,33.1615000,33.1620000,1458000
USD000000TOD,1,20131204,154900,33.1680000,33.1685000,33.1680000,33.1685000,700000
USD000000TOD,1,20131204,155000,33.1685000,33.1685000,33.1615000,33.1645000,3538000
USD000000TOD,1,20131204,155100,33.1640000,33.1645000,33.1640000,33.1645000,247000
USD000000TOD,1,20131204,155200,33.1610000,33.1645000,33.1610000,33.1640000,250000
USD000000TOD,1,20131204,155300,33.1625000,33.1655000,33.1625000,33.1655000,842000
USD000000TOD,1,20131204,155400,33.1655000,33.1655000,33.1640000,33.1655000,80000
USD000000TOD,1,20131204,155500,33.1620000,33.1625000,33.1620000,33.1625000,40000
USD000000TOD,1,20131204,155600,33.1655000,33.1655000,33.1655000,33.1655000,803000
USD000000TOD,1,20131204,155700,33.1645000,33.1650000,33.1615000,33.1615000,509000
USD000000TOD,1,20131204,155800,33.1620000,33.1620000,33.1590000,33.1595000,2414000
USD000000TOD,1,20131204,155900,33.1575000,33.1620000,33.1575000,33.1620000,2117000
USD000000TOD,1,20131204,160000,33.1590000,33.1590000,33.1575000,33.1590000,1002000
USD000000TOD,1,20131204,160100,33.1620000,33.1620000,33.1620000,33.1620000,125000
USD000000TOD,1,20131204,160200,33.1620000,33.1640000,33.1590000,33.1640000,1753000
USD000000TOD,1,20131204,160300,33.1600000,33.1600000,33.1600000,33.1600000,1539000
USD000000TOD,1,20131204,160400,33.1635000,33.1650000,33.1635000,33.1650000,510000
USD000000TOD,1,20131204,160600,33.1615000,33.1615000,33.1615000,33.1615000,113000
USD000000TOD,1,20131204,160700,33.1645000,33.1645000,33.1645000,33.1645000,1000
USD000000TOD,1,20131204,160800,33.1650000,33.1650000,33.1600000,33.1620000,1170000
USD000000TOD,1,20131204,160900,33.1600000,33.1620000,33.1590000,33.1620000,907000
USD000000TOD,1,20131204,161100,33.1595000,33.1595000,33.1515000,33.1555000,3533000
USD000000TOD,1,20131204,161200,33.1550000,33.1550000,33.1455000,33.1470000,4172000
USD000000TOD,1,20131204,161300,33.1465000,33.1465000,33.1400000,33.1415000,696000
USD000000TOD,1,20131204,161400,33.1350000,33.1500000,33.1345000,33.1500000,2302000
USD000000TOD,1,20131204,161500,33.1485000,33.1500000,33.1485000,33.1485000,295000
USD000000TOD,1,20131204,161600,33.1485000,33.1500000,33.1485000,33.1500000,125000
USD000000TOD,1,20131204,161700,33.1525000,33.1550000,33.1485000,33.1550000,290000
USD000000TOD,1,20131204,161800,33.1565000,33.1565000,33.1545000,33.1550000,571000
USD000000TOD,1,20131204,161900,33.1515000,33.1515000,33.1505000,33.1505000,200000
USD000000TOD,1,20131204,162000,33.1520000,33.1535000,33.1520000,33.1535000,985000
USD000000TOD,1,20131204,162100,33.1520000,33.1520000,33.1520000,33.1520000,2000
USD000000TOD,1,20131204,162200,33.1515000,33.1515000,33.1490000,33.1490000,1576000
USD000000TOD,1,20131204,162300,33.1510000,33.1510000,33.1510000,33.1510000,300000
USD000000TOD,1,20131204,162400,33.1460000,33.1495000,33.1450000,33.1450000,1080000
USD000000TOD,1,20131204,162500,33.1465000,33.1465000,33.1465000,33.1465000,71000
USD000000TOD,1,20131204,162600,33.1450000,33.1460000,33.1450000,33.1460000,234000
USD000000TOD,1,20131204,162700,33.1460000,33.1460000,33.1460000,33.1460000,10000
USD000000TOD,1,20131204,162800,33.1430000,33.1430000,33.1430000,33.1430000,60000
USD000000TOD,1,20131204,163000,33.1410000,33.1410000,33.1365000,33.1375000,2055000
USD000000TOD,1,20131204,163200,33.1400000,33.1400000,33.1400000,33.1400000,43000
USD000000TOD,1,20131204,163300,33.1400000,33.1500000,33.1400000,33.1500000,1005000
USD000000TOD,1,20131204,163400,33.1495000,33.1565000,33.1490000,33.1565000,2151000
USD000000TOD,1,20131204,163500,33.1590000,33.1595000,33.1550000,33.1595000,3173000
USD000000TOD,1,20131204,163600,33.1580000,33.1595000,33.1580000,33.1595000,310000
USD000000TOD,1,20131204,163700,33.1615000,33.1615000,33.1615000,33.1615000,199000
USD000000TOD,1,20131204,163800,33.1600000,33.1600000,33.1575000,33.1600000,1612000
USD000000TOD,1,20131204,163900,33.1575000,33.1585000,33.1550000,33.1585000,1676000
USD000000TOD,1,20131204,164000,33.1595000,33.1595000,33.1595000,33.1595000,153000
USD000000TOD,1,20131204,164100,33.1585000,33.1585000,33.1575000,33.1575000,2904000
USD000000TOD,1,20131204,164200,33.1570000,33.1570000,33.1570000,33.1570000,60000
USD000000TOD,1,20131204,164300,33.1570000,33.1570000,33.1550000,33.1550000,576000
USD000000TOD,1,20131204,164400,33.1605000,33.1605000,33.1605000,33.1605000,50000
USD000000TOD,1,20131204,164500,33.1610000,33.1655000,33.1610000,33.1655000,261000
USD000000TOD,1,20131204,164600,33.1665000,33.1665000,33.1665000,33.1665000,77000
USD000000TOD,1,20131204,164700,33.1620000,33.1620000,33.1600000,33.1600000,190000
USD000000TOD,1,20131204,164800,33.1635000,33.1645000,33.1610000,33.1610000,405000
USD000000TOD,1,20131204,164900,33.1610000,33.1635000,33.1600000,33.1600000,4686000
USD000000TOD,1,20131204,165200,33.1630000,33.1650000,33.1630000,33.1650000,1702000
USD000000TOD,1,20131204,165300,33.1625000,33.1640000,33.1600000,33.1600000,1197000
USD000000TOD,1,20131204,165400,33.1625000,33.1625000,33.1590000,33.1590000,817000
USD000000TOD,1,20131204,165500,33.1600000,33.1630000,33.1600000,33.1630000,141000
USD000000TOD,1,20131204,165700,33.1590000,33.1590000,33.1550000,33.1560000,219000
USD000000TOD,1,20131204,165800,33.1555000,33.1555000,33.1540000,33.1550000,2111000
USD000000TOD,1,20131204,165900,33.1530000,33.1530000,33.1490000,33.1490000,1829000
USD000000TOD,1,20131204,170000,33.1470000,33.1470000,33.1450000,33.1450000,104000
USD000000TOD,1,20131204,170100,33.1450000,33.1485000,33.1450000,33.1455000,1356000
USD000000TOD,1,20131204,170200,33.1450000,33.1450000,33.1450000,33.1450000,1181000
USD000000TOD,1,20131204,170300,33.1440000,33.1440000,33.1400000,33.1400000,106000
USD000000TOD,1,20131204,170500,33.1455000,33.1490000,33.1425000,33.1490000,238000
USD000000TOD,1,20131204,170600,33.1425000,33.1425000,33.1425000,33.1425000,150000
USD000000TOD,1,20131204,170700,33.1425000,33.1425000,33.1375000,33.1375000,46000
USD000000TOD,1,20131204,170800,33.1375000,33.1375000,33.1340000,33.1340000,709000
USD000000TOD,1,20131204,170900,33.1370000,33.1370000,33.1370000,33.1370000,53000
USD000000TOD,1,20131204,171000,33.1340000,33.1340000,33.1140000,33.1140000,3802000
USD000000TOD,1,20131204,171100,33.1180000,33.1180000,33.1140000,33.1140000,5003000
USD000000TOD,1,20131204,171200,33.1265000,33.1270000,33.1265000,33.1270000,100000
USD000000TOD,1,20131204,171300,33.1255000,33.1255000,33.1245000,33.1250000,2004000
USD000000TOD,1,20131204,171400,33.1250000,33.1300000,33.1250000,33.1300000,725000
